511, 52136, 217.75700
724, 396159, 2329.93800
135, 17344, 18.67300
473, 23279, 87.50000
764, 536181, 3313.49400
268, 67838, 145.44500
237, 50304, 95.48700
880, 749981, 5417.64900
952, 349992, 2729.07000
397, 104063, 339.25400
913, 416219, 3133.33400
463, 58701, 217.97500
675, 201507, 1094.03000
565, 254848, 1180.73400
974, 155593, 1217.22400
610, 266912, 1317.27900
827, 477326, 3195.86100
566, 75278, 341.98300
324, 46482, 121.15600
548, 41767, 182.98300
287, 72493, 167.78500
184, 10805, 16.36000
465, 137211, 510.59900
267, 36131, 77.26900
62, 1383, 0.68000
866, 392979, 2756.86500
432, 56899, 196.06400
282, 21244, 48.52200
300, 65290, 156.58700
682, 274753, 1512.65000
940, 881089, 6705.54200
989, 710062, 5836.16300
175, 14292, 21.18000
974, 773763, 6157.25900
454, 68065, 247.12500
427, 45051, 153.25900
698, 7210, 41.19700
208, 1308, 2.19000
368, 43004, 126.91700
881, 67055, 474.54000
139, 481, 0.54400
163, 10832, 14.66200
7, 26, 0.00300
74, 2576, 1.95300
278, 26847, 60.21800
225, 44213, 79.73500
301, 18774, 46.02900
359, 6364, 18.81100
601, 126805, 612.94200
573, 288604, 1354.21100
835, 396175, 2760.29300
535, 208414, 907.88300
281, 73703, 165.08200
275, 14776, 32.78800
885, 297184, 2247.53400
45, 1449, 0.56200
550, 270031, 1276.07400
56, 3156, 1.41500
701, 247002, 1693.83700
198, 15962, 29.71700
509, 16135, 79.90900
444, 5854, 25.86700
265, 13260, 36.63800
862, 625060, 4965.75400
937, 159961, 1247.07600
216, 40249, 77.42900
778, 112197, 758.02300
306, 90415, 222.15300
482, 141493, 554.60600
466, 164717, 629.70000
947, 877942, 7018.97800
435, 67017, 257.04700
886, 464547, 3434.42500
673, 322379, 1876.43000
905, 6813, 52.25900
697, 227673, 1483.93400
541, 174857, 876.25900
899, 237703, 1823.53100
580, 81107, 413.68000
645, 122151, 712.89200
669, 63416, 378.85700
99, 9515, 9.34800
883, 576305, 4478.28100
781, 312666, 2199.42100
846, 588156, 4520.29100
880, 662869, 5870.05200
545, 197995, 1186.73500
600, 273810, 1693.34400
497, 239262, 1011.09600
336, 69971, 220.25800
517, 4240, 18.60900
481, 81327, 367.07800
354, 11828, 34.54600
681, 340593, 1902.97000
514, 44266, 185.37400
570, 228394, 1060.58200
1000, 965125, 7823.51700
221, 20758, 37.25300
537, 196557, 857.23900
339, 89414, 243.06800
587, 33208, 155.16000
949, 593985, 4569.26700
64, 895, 0.50600
227, 30489, 55.34900
365, 93252, 276.71600
89, 3705, 2.63100
466, 134914, 504.37400
781, 331321, 2119.26500
458, 178655, 711.93000
403, 84276, 292.31700
762, 425062, 2635.26300
631, 174955, 888.06400
258, 38355, 78.93800
269, 43196, 96.25200
832, 414054, 2812.98800
516, 64105, 322.81900
799, 158005, 1020.15600
782, 31419, 196.32700
585, 277367, 1311.64300
486, 136451, 531.91300
239, 45330, 88.42300
407, 17042, 55.90800
725, 79079, 461.20400
115, 3370, 3.09100
472, 19348, 73.52400
930, 821968, 6212.29900
455, 159216, 583.45800
478, 88102, 338.72500
701, 11585, 65.92100
603, 134440, 651.11500
955, 230414, 1773.30200
45, 1995, 0.73400
576, 311155, 1465.69500
335, 56476, 151.13400
339, 25803, 70.07900
167, 10965, 14.87800
488, 4553, 17.94000
139, 8331, 9.88100
645, 389817, 2080.11500
979, 940735, 7936.82900
588, 10674, 51.14300
105, 740, 0.67800
196, 11111, 17.65100
440, 57036, 212.73400
839, 169590, 1307.01900
719, 458553, 2767.68600
768, 284418, 2030.54900
358, 33875, 101.47700
423, 113969, 394.78100
201, 4865, 8.18100
829, 407598, 2794.15200
3, 2, 0.00100
489, 216967, 905.55200
440, 166752, 591.86900
433, 23951, 84.51900
836, 93710, 663.13500
347, 85946, 251.69000
725, 79688, 520.94600
85, 424, 0.32000
669, 137218, 785.20600
622, 256381, 1358.79400
491, 68327, 285.79500
929, 599611, 4824.42400
60, 2201, 1.05800
27, 583, 0.13200
572, 10364, 55.15900
1002, 37752, 317.11600
577, 231942, 1175.95600
723, 494049, 3137.91000
906, 319938, 2577.36600
207, 22868, 52.05600
258, 29380, 105.95200
146, 16289, 34.69000
849, 114458, 888.55300
397, 79802, 275.47100
10, 42, 0.00800
264, 55689, 128.17700
909, 631720, 4971.53200
931, 8014, 62.07900
693, 172389, 1062.03300
867, 646656, 4868.86700
429, 79180, 328.48300
678, 192120, 1171.29200
786, 188347, 1269.20600
566, 226156, 1086.04100
188, 20443, 32.44200
183, 5065, 9.02300
382, 26332, 82.21200
262, 14801, 32.68800
202, 18374, 32.63700
369, 29603, 91.16200
442, 15736, 65.67500
786, 113052, 771.31800
214, 8703, 15.39700
521, 270046, 1233.50200
818, 240012, 1668.84600
375, 30520, 95.65400
365, 98222, 354.42600
470, 47323, 180.67800
517, 243385, 1056.30100
512, 218058, 990.09600
238, 20389, 55.39600
997, 344157, 2938.23900
461, 100470, 413.36800
453, 41054, 174.02900
629, 271490, 1563.81100
711, 380067, 2380.21600
953, 867261, 6985.80400
548, 30882, 148.10200
37, 365, 0.14700
389, 570, 1.78800
462, 59575, 256.34400
251, 56258, 138.42100
368, 66216, 205.16900
546, 45589, 207.47000
118, 1916, 1.99200
31, 52, 0.01600
675, 356961, 2017.54800
247, 13449, 40.34700
871, 671707, 4983.33700
88, 3709, 2.86600
443, 150433, 555.93900
720, 477037, 2988.82800
679, 155014, 1164.32500
94, 6477, 5.85200
351, 51842, 199.06100
950, 816941, 6565.44100
944, 665963, 5620.67800
38, 59, 0.03600
890, 422309, 3118.83900
352, 1227, 3.47600
252, 46491, 95.96600
251, 587, 1.17500
206, 7083, 12.39300
