13, 149, 0.03100
459, 168841, 647.53300
774, 46798, 296.03200
481, 201617, 799.54800
574, 195434, 975.62400
870, 362823, 2682.81400
770, 387697, 2434.05100
955, 760282, 5963.85700
713, 116636, 668.64300
22, 411, 0.08300
460, 14704, 53.55500
181, 28100, 41.04500
974, 660750, 5371.22200
196, 16004, 26.88000
339, 30891, 84.42100
356, 32475, 94.68200
884, 278088, 2049.66100
229, 1131, 2.07700
737, 401836, 2441.22900
839, 274798, 1932.88100
573, 78376, 368.46400
124, 11510, 11.50100
371, 127040, 386.74700
361, 77002, 249.18800
897, 56652, 426.94600
311, 59161, 152.07900
990, 76982, 621.64200
984, 259936, 2272.89600
87, 1552, 1.09000
900, 237912, 1800.65700
265, 20897, 48.54100
479, 185312, 745.08100
281, 34672, 80.04500
919, 376479, 2936.48000
334, 53303, 144.34900
656, 120908, 654.04000
742, 2538, 15.78000
671, 242368, 1388.13700
188, 9131, 14.40700
576, 316155, 1500.08800
13, 76, 0.02500
606, 247612, 1264.71900
360, 116074, 359.61500
557, 7483, 34.58200
447, 125302, 479.03700
359, 59253, 184.59400
540, 214790, 1010.68600
834, 513103, 3805.35400
359, 15970, 47.50400
431, 154633, 572.54300
603, 70889, 362.30000
312, 4370, 11.93200
348, 44104, 134.45000
269, 62874, 139.27800
451, 8382, 31.24400
549, 69115, 313.29600
460, 130108, 479.74500
386, 47219, 146.69800
378, 114699, 361.27400
360, 59118, 181.00200
114, 6360, 6.11900
788, 230815, 1511.74700
826, 490164, 3347.56200
6, 5, 0.00200
948, 175566, 1359.75600
159, 10616, 14.08800
772, 582778, 3759.05600
725, 285675, 1740.76500
597, 294923, 1521.94300
734, 5343, 32.89500
259, 24060, 50.75900
136, 4203, 4.56700
999, 420473, 3539.67500
218, 22635, 51.03800
862, 415552, 2985.79100
262, 23457, 49.13300
697, 286406, 1614.38200
413, 104732, 346.35100
938, 373425, 2869.68800
382, 18251, 57.45500
227, 20356, 37.72400
906, 613747, 4531.15800
746, 155933, 942.07400
282, 75579, 170.30700
560, 77225, 351.68900
459, 182893, 690.07800
357, 63267, 181.72500
697, 30071, 169.99600
783, 610821, 4129.25200
386, 135355, 427.10600
85, 2963, 2.03500
464, 202469, 771.42800
660, 9867, 55.78400
847, 576452, 4082.61200
714, 358144, 2553.79000
19, 71, 0.03600
783, 60466, 443.30900
167, 22106, 31.77400
430, 82370, 298.14200
297, 23346, 58.86000
802, 100428, 680.85800
422, 6449, 23.16900
692, 378190, 2306.32500
979, 922675, 7718.38500
147, 2202, 2.60600
952, 869176, 6762.83400
461, 89380, 330.81400
539, 194187, 880.13000
312, 48838, 129.92400
417, 134900, 458.48800
788, 323834, 2117.93300
200, 36425, 59.82200
703, 253751, 1628.44600
598, 163103, 793.94100
471, 88667, 344.60300
661, 89736, 478.29900
854, 457826, 3484.80000
736, 104226, 745.43600
887, 507352, 4450.35600
822, 181393, 1609.32100
594, 114128, 575.93000
148, 12789, 16.07100
270, 10040, 29.76900
978, 740095, 6465.17200
183, 28181, 53.62300
855, 450368, 3733.03500
624, 198044, 1263.32900
853, 457697, 3696.32300
760, 432626, 3414.08400
234, 26184, 50.02600
855, 706052, 5320.74700
621, 144528, 746.56700
250, 32605, 65.50100
302, 32289, 79.90400
748, 105547, 685.85500
50, 1678, 0.73200
521, 162865, 701.60900
728, 516010, 3179.85000
369, 18975, 56.48500
933, 636956, 5448.61300
911, 53167, 445.76600
809, 324886, 2354.37000
773, 595638, 3864.09500
615, 209607, 1091.11600
137, 4854, 5.54100
855, 385237, 2847.07400
812, 50103, 407.28200
632, 162645, 900.59400
964, 527287, 4639.54200
177, 22713, 51.29500
625, 290700, 2119.31000
671, 423936, 2788.16600
260, 50777, 115.13500
78, 3184, 2.17000
160, 17023, 25.00600
371, 118577, 379.82200
834, 654700, 4967.13900
28, 658, 0.19700
111, 11754, 12.30800
592, 187818, 966.39100
701, 440831, 2710.19600
459, 1206, 4.78500
911, 212541, 1751.67400
514, 140171, 670.54700
855, 571571, 4315.08900
780, 398088, 2684.32700
551, 234136, 1160.37700
228, 46134, 89.11300
786, 225070, 1646.26200
59, 1033, 0.52600
611, 152550, 868.79900
376, 93886, 370.63400
966, 807706, 7229.78200
101, 9850, 8.96800
609, 142006, 753.96800
402, 13977, 46.30900
567, 98105, 495.09400
383, 85425, 294.85200
914, 501727, 4140.28500
492, 20859, 86.29400
27, 674, 0.15500
78, 1651, 1.08000
557, 81518, 386.61200
865, 327915, 2539.04700
332, 71340, 204.71900
691, 46670, 299.71400
25, 582, 0.22700
873, 346193, 2880.28800
987, 332984, 2797.57200
449, 148982, 544.23600
19, 291, 0.07000
264, 35200, 75.56300
953, 758487, 6212.97600
391, 11461, 39.51100
500, 35276, 145.93300
837, 321702, 2391.88700
993, 252952, 2118.07500
415, 111607, 404.25100
873, 383395, 2855.22800
233, 26674, 56.94500
103, 7655, 6.67100
471, 3798, 14.94400
400, 44603, 154.48200
476, 171260, 694.40900
775, 392967, 2722.83900
687, 67175, 389.26300
478, 204471, 927.44900
817, 483956, 3548.70200
606, 247376, 1315.90500
785, 355157, 2548.53800
14, 101, 0.01500
760, 303078, 2048.95500
206, 28935, 54.12500
885, 780453, 5926.13000
848, 445706, 3390.17200
836, 476511, 3604.23900
745, 193455, 1419.61300
428, 7064, 29.79700
640, 310386, 1810.08300
432, 102718, 460.41500
90, 117, 0.15900
564, 279676, 1441.13400
834, 13586, 93.22300
18, 319, 0.06000
974, 32098, 253.88500
222, 23731, 43.23200
613, 362714, 2187.04700
453, 76886, 339.72300
936, 844114, 7382.16500
3, 11, 0.00200
627, 15717, 82.36900
662, 263952, 1737.78800
703, 355512, 2383.16700
227, 15046, 29.16100
461, 31838, 123.22300
670, 320791, 1912.08000
188, 31591, 52.38800
751, 353097, 2284.47200
8, 55, 0.00600
352, 14175, 40.58100
854, 521763, 3810.15400
515, 30980, 132.69200
349, 5277, 15.63800
712, 464546, 2811.75000
227, 24923, 46.19400
197, 7675, 15.20500
512, 93194, 398.05300
347, 46094, 129.37000
962, 586052, 5230.83100
906, 401310, 3222.80300
274, 60414, 135.36500
743, 485298, 3003.16300
1001, 281192, 2626.39200
907, 556465, 4697.38700
463, 101670, 438.86000
488, 200476, 923.99500
335, 15803, 45.61200
804, 572749, 3992.43300
882, 67556, 504.60500
782, 484145, 3265.26000
688, 233064, 1398.32800
492, 56541, 263.84000
972, 590411, 5136.55000
520, 27452, 116.76500
575, 175591, 880.63800
702, 327697, 1900.95000
263, 52122, 118.14600
76, 5445, 3.49700
213, 32531, 63.67100
471, 146672, 616.59800
532, 6506, 28.85300
282, 68678, 163.07400
294, 22191, 59.46600
974, 283745, 2467.39200
334, 53004, 184.97800
240, 51483, 117.71000
99, 4334, 5.97700
531, 235403, 1180.53000
751, 172990, 1238.34500
116, 3516, 3.26500
670, 117525, 729.54200
913, 303901, 2417.78600
292, 6361, 15.53800
467, 209860, 884.22000
905, 409554, 3307.10900
287, 29016, 75.89900
353, 78536, 257.37200
491, 67406, 323.60300
146, 20318, 29.26900
184, 8346, 16.18100
794, 609385, 4206.62800
904, 125088, 998.14900
60, 3592, 1.90600
275, 11271, 25.99600
981, 3441, 28.54900
277, 22871, 63.82000
522, 217686, 966.42000
993, 210665, 1795.77300
405, 39837, 134.49700
222, 9028, 17.68800
885, 423928, 3510.91300
570, 219236, 1098.80800
548, 154947, 707.28600
733, 181539, 1216.79400
357, 25840, 81.37800
868, 386109, 2856.45100
934, 397117, 3306.81600
801, 151719, 1147.80500
388, 86927, 317.53700
702, 115923, 838.14500
567, 157492, 799.75000
769, 538543, 3743.18400
755, 405290, 2606.03500
38, 61, 0.03400
233, 50189, 94.58500
604, 221023, 1124.39900
668, 35676, 206.98700
304, 41582, 103.02900
198, 26156, 42.23800
570, 210271, 1070.36800
180, 27548, 47.16200
465, 62792, 298.86400
434, 116877, 486.68800
148, 17288, 23.55700
996, 294411, 2524.49200
898, 92353, 706.42100
674, 82582, 521.01400
774, 130354, 831.19300
209, 31945, 54.57500
63, 2538, 1.26800
629, 324353, 1744.14300
918, 754229, 5921.29700
615, 165544, 878.55500
606, 132653, 664.93600
989, 959433, 8155.54600
290, 72868, 187.12100
492, 31582, 141.33600
120, 10749, 11.13400
679, 400550, 2479.88600
739, 31824, 214.19400
384, 114560, 389.17300
694, 245190, 1513.49700
525, 80570, 357.63900
405, 44373, 153.61700
621, 250473, 1322.69700
740, 430869, 2897.61700
688, 12230, 78.20400
339, 53945, 191.90200
857, 190356, 1461.49700
402, 141848, 501.14300
